"Variant SKU",handle,Command,"Body HTML","Image Command","Inventory Available:Sapphire Dreams Head Office","Tags Command",Tags,Title,Type,"Variant Cost","Variant Image","Variant Price","Variant Command",Vendor,"Image Src",Status,"Variant Inventory Policy",Metafield:custom.metal_colour,Metafield:custom.metal_info,Metafield:custom.stone_info,Metafield:custom.stone_shape,Metafield:title_tag,Metafield:custom.certification,Metafield:custom.specifications,Metafield:custom.stone_colour,Metafield:custom.stone_specifications,"Variant Inventory Tracker","Variant Fulfillment Service"
SDE-RDSMWM005,mia-multicolour-18ct-yellow-gold-earrings-sde-rdsmwm005,MERGE,"Bold and unique, featuring a multi colour cluster of sapphires, set in 18 carat Yellow Gold, embellished with sparkling white diamonds, these earrings are sure to make a vibrant statement.",REPLACE,1,REPLACE,"Multicolour, Round, Earrings, Yellow Gold, 18ct Yellow Gold, Earrings, Floral, mutli colour, cluster, stud, 1.00ct - 1.49ct","Mia Earrings",Earrings,1796.46,https://samsgroup.info/pim-images/SDE-RDSMWM005.jpg,7795.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDSMWM005.jpg;https://samsgroup.info/pim-images/SDE-RDSMWM005_4.jpg;https://samsgroup.info/pim-images/SDE-RDSMWM005_5.jpg;https://samsgroup.info/pim-images/SDE-RDSMWM005_6.jpg;https://samsgroup.info/pim-images/sde-18-box-card.jpg,active,deny,"Yellow Gold","18ct Yellow Gold","1.40ct Multicolour Sapphire, Round",Round,"Mia Multicolour Round Shape 18ct Yellow Gold Earrings",NO,"18ct Yellow Gold = 5.44gm<br>Multi Colour Cluster Sapphire Round Brilliant Cut 10 = 1.40ct<br>Round Brilliant Cut 80 = 0.57ct F/VS<br>",Multicolour,,shopify,manual
SDE-RDSMYM004,sunshine-wattle-teal-18ct-yellow-white-gold-earrings-sde-rdsmym004,MERGE,"Stylish and contemporary, these earrings feature uniquely cut Sapphires and white diamonds, set in 18ct white and yellow gold. Showcasing one beautiful round Teal and one Yellow Australian Sapphire, this piece truly reflects the vibrant range of colours Sapphire Dreams offers.",REPLACE,1,REPLACE,"Teal, Round, Earrings, Yellow Gold, 18ct Yellow & White Gold, Earrings, drop earring, Round, Teal, Yellow, sapphire and diamond,  Yellow Gold Metal, White Gold Metal, multi-colour, Less than 1.00ct","Sunshine Wattle Earrings",Earrings,988.56,https://samsgroup.info/pim-images/SDE-RDSMYM004.jpg,3995.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDSMYM004.jpg;https://samsgroup.info/pim-images/SDE-RDSMYM004_4.jpg;https://samsgroup.info/pim-images/SDE-RDSMYM004_5.jpg;https://samsgroup.info/pim-images/sde-18-box-card.jpg,active,deny,"Yellow Gold","18ct Yellow & White Gold","0.59ct Teal Sapphire, Round",Round,"Sunshine Wattle Teal Round Shape 18ct Yellow & White Gold Earrings",NO,"18ct Yellow & White Gold = 1.63gm<br>Teal Sapphire Round Brilliant Cut 2 = 0.59ct<br>Yellow Sapphire Round Brilliant Cut 2 = 0.30ct<br>Baguette Cut 2 = 0.15ct F/VS<br>Round Brilliant Cut 2 = 0.07ct F/VS<br>",Teal,,shopify,manual
SDE-RDSSBB001,audrey-blue-18ct-rose-white-gold-earrings-sde-rdssbb001,MERGE,"Round cut, blue Sapphires, paired with a baguette cut diamond to create a glamourous stud, crafted in 18ct White and Yellow Gold.",REPLACE,1,REPLACE,"Blue, Round, Earrings, Rose Gold, 18ct Rose & White Gold, Earrings, Round, Blue, stud, White Gold Metal, Yellow Gold Metal, Less than 1.00ct","Audrey Earrings",Earrings,801.15,https://samsgroup.info/pim-images/SDE-RDSSBB001.jpg,3295.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDSSBB001.jpg;https://samsgroup.info/pim-images/SDE-RDSSBB001_4.jpg;https://samsgroup.info/pim-images/SDE-RDSSBB001_5.jpg;https://samsgroup.info/pim-images/SDE-RDSSBB001_6.jpg;https://samsgroup.info/pim-images/sde-18-box-card.jpg,active,deny,"Rose Gold","18ct Rose & White Gold","0.14ct Blue Sapphire, Round",Round,"Audrey Blue Round Shape 18ct Rose & White Gold Earrings",NO,"18ct Rose & White Gold = 1.55gm<br>Blue Sapphire Round Brilliant Cut 2 = 0.14ct<br>Baguette Cut 2 = 0.16ct F/VS<br>",Blue,,shopify,manual
SDE-RDSSBT002,summer-skies-teal-18ct-rose-white-gold-earrings-sde-rdssbt002,MERGE,"A simple, yet beautiful pair of studs, featuring a round cut Sapphire and pear cut diamond, set in 18ct gold, the vibrant Sapphire colour elevates the classic stud style.",REPLACE,1,REPLACE,"Teal, Round, Earrings, Rose Gold, 18ct Rose & White Gold, Earrings, stud, sapphire and diamond, Less than 1.00ct","Summer Skies Earrings",Earrings,326.91,https://samsgroup.info/pim-images/SDE-RDSSBT002.jpg,1495.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDSSBT002.jpg;https://samsgroup.info/pim-images/SDE-RDSSBT002_4.jpg;https://samsgroup.info/pim-images/SDE-RDSSBT002_5.jpg;https://samsgroup.info/pim-images/SDE-RDSSBT002_6.jpg;https://samsgroup.info/pim-images/sde-18-box-card.jpg,active,deny,"Rose Gold","18ct Rose & White Gold","0.50ct Teal Sapphire, Round",Round,"Summer Skies Teal Round Shape 18ct Rose & White Gold Earrings",NO,"18ct Rose & White Gold = 1.51gm<br>Teal Sapphire Round Brilliant Cut 2 = 0.50ct<br>Round Brilliant Cut 2 = 0.07ct F/VS<br>",Teal,,shopify,manual
SDE-RDSSRB002,gwen-blue-9ct-rose-gold-earrings-sde-rdssrb002,MERGE,"Our Gwen Earrings portray a nice contrast between the smaller and larger Australian Sapphires and bezel setting designs. These earrings were designed to be worn up along the earlobe. Our Gwen Earrings come in 9ct Rose, White or Yellow Gold.",REPLACE,9,REPLACE,"Blue, Round, Earrings, Rose Gold, 9ct Rose Gold, Autumn 22, cluster, 9ct , SUMMERCLEARANCE22, set, Less than 1.00ct","Gwen Earrings",Earrings,187.81,https://samsgroup.info/pim-images/SDE-RDSSRB002.jpg,895.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDSSRB002.jpg;https://samsgroup.info/pim-images/SDE-RDSSRB002_4.jpg;https://samsgroup.info/pim-images/SDE-RDSSRB002_5.jpg;https://samsgroup.info/pim-images/SDE-RDSSRB002_6.jpg;https://samsgroup.info/pim-images/sde-9-box-card.jpg,active,deny,"Rose Gold","9ct Rose Gold","0.54ct Blue Sapphire, Round",Round,"Gwen Blue Round Shape 9ct Rose Gold Earrings",NO,"9ct Rose Gold = 1.86gm<br>3.00mm Blue Sapphire Round Brilliant Cut 4 = 0.54ct avg.<br>2.00mm Blue Sapphire Round Brilliant Cut 4 = 0.15ct avg.<br>",Blue,,shopify,manual
SDE-RDSSRB003,posie-blue-9ct-rose-gold-earrings-sde-rdssrb003,MERGE,"If you love Australian Sapphires, our Posie Earrings are a real treat. A single halo envelops a larger Australian Sapphire in the middle. Posie comes in 9ct Rose, White and Yellow Gold.",REPLACE,6,REPLACE,"Blue, Round, Earrings, Rose Gold, 9ct Rose Gold, Autumn 22, stud, 9ct, SUMMERCLEARANCE22, Less than 1.00ct","Posie Earrings",Earrings,293.90,https://samsgroup.info/pim-images/SDE-RDSSRB003.jpg,1350.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDSSRB003.jpg;https://samsgroup.info/pim-images/SDE-RDSSRB003_4.jpg;https://samsgroup.info/pim-images/SDE-RDSSRB003_5.jpg;https://samsgroup.info/pim-images/sde-9-box-card.jpg,active,deny,"Rose Gold","9ct Rose Gold","0.42ct Blue Sapphire, Round",Round,"Posie Blue Round Shape 9ct Rose Gold Earrings",NO,"9ct Rose Gold = 3.28gm<br>3.00mm Blue Sapphire Round Brilliant Cut 2 = 0.42ct avg.<br>2.00mm Blue Sapphire Round Brilliant Cut 20 = 0.83ct avg.<br>",Blue,,shopify,manual
SDE-RDSSRB004,peigi-blue-9ct-rose-gold-earrings-sde-rdssrb004,MERGE,"Featuring a pair of Australian Sapphires set within a heart setting, show them how much you love them with our Peigi Earrings. Peigi is crafted in 9ct Rose, White and Yellow Gold.",REPLACE,8,REPLACE,"Blue, Round, Earrings, Rose Gold, 9ct Rose Gold, Autumn 22, stud, 9ct, SUMMERCLEARANCE22, Less than 1.00ct","Peigi Earrings",Earrings,129.72,https://samsgroup.info/pim-images/SDE-RDSSRB004.jpg,550.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDSSRB004.jpg;https://samsgroup.info/pim-images/SDE-RDSSRB004_4.jpg;https://samsgroup.info/pim-images/SDE-RDSSRB004_5.jpg;https://samsgroup.info/pim-images/SDE-RDSSRB004_6.jpg;https://samsgroup.info/pim-images/sde-9-box-card.jpg,active,deny,"Rose Gold","9ct Rose Gold","0.27ct Blue Sapphire, Round",Round,"Peigi Blue Round Shape 9ct Rose Gold Earrings",NO,"9ct Rose Gold = 1.61gm<br>3.00mm Blue Sapphire Round Brilliant Cut 2 = 0.27ct avg.<br>",Blue,,shopify,manual
SDE-RDSSRB005,cleo-blue-9ct-rose-gold-earrings-sde-rdssrb005,MERGE,"A design for royalty, our Cleo earrings feature Australian Sapphires secured within a regal, crown-style earring. The earrings are made in 9ct Rose, White and Yellow gold.
",REPLACE,1,REPLACE,"Blue, Round, Earrings, Rose Gold, 9ct Rose Gold, Autumn 22, stud, 9ct, SUMMERCLEARANCE22, set, Less than 1.00ct","Cleo Earrings",Earrings,109.43,https://samsgroup.info/pim-images/SDE-RDSSRB005.jpg,550.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDSSRB005.jpg;https://samsgroup.info/pim-images/SDE-RDSSRB005_4.jpg;https://samsgroup.info/pim-images/SDE-RDSSRB005_5.jpg;https://samsgroup.info/pim-images/SDE-RDSSRB005_6.jpg;https://samsgroup.info/pim-images/sde-9-box-card.jpg,active,deny,"Rose Gold","9ct Rose Gold","0.42ct Blue Sapphire, Round",Round,"Cleo Blue Round Shape 9ct Rose Gold Earrings",NO,"9ct Rose Gold = 0.87gm<br>3.00mm Blue Sapphire Round Brilliant Cut 2 = 0.42ct avg.<br>",Blue,,shopify,manual
SDE-RDSSRB006,daphne-blue-9ct-rose-gold-earrings-sde-rdssrb006,MERGE,"Our Daphne earrings feature Australian Sapphires floating between a rope twist halo, really showcasing a true designer twist. Daphne comes in 9ct Rose, White and Yellow Gold.",REPLACE,8,REPLACE,"Blue, Round, Earrings, Rose Gold, 9ct Rose Gold, Autumn 22, stud, 9ct, SUMMERCLEARANCE22, set,christmas2023
, Less than 1.00ct","Daphne Earrings",Earrings,148.32,https://samsgroup.info/pim-images/SDE-RDSSRB006.jpg,695.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDSSRB006.jpg;https://samsgroup.info/pim-images/SDE-RDSSRB006_4.jpg;https://samsgroup.info/pim-images/SDE-RDSSRB006_5.jpg;https://samsgroup.info/pim-images/SDE-RDSSRB006_6.jpg;https://samsgroup.info/pim-images/sde-9-box-card.jpg,active,deny,"Rose Gold","9ct Rose Gold","0.42ct Blue Sapphire, Round",Round,"Daphne Blue Round Shape 9ct Rose Gold Earrings",NO,"9ct Rose Gold = 1.57gm<br>3.00mm Blue Sapphire Round Brilliant Cut 2 = 0.42ct avg.<br>",Blue,,shopify,manual
SDE-RDSSRB009,misty-blue-9ct-rose-gold-earrings-sde-rdssrb009,MERGE,"Feeling lucky? Our four-leaf clover setting envelops our stunning Australian Sapphire in this beautiful and poignant pair of earrings. Misty is crafted in 9ct Rose, White or Yellow Gold.",REPLACE,3,REPLACE,"Blue, Round, Earrings, Rose Gold, 9ct Rose Gold, Autumn 22, floral, stud, 9ct, SUMMERCLEARANCE22, set, Less than 1.00ct","Misty Earrings",Earrings,143.25,https://samsgroup.info/pim-images/SDE-RDSSRB009.jpg,650.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDSSRB009.jpg;https://samsgroup.info/pim-images/SDE-RDSSRB009_4.jpg;https://samsgroup.info/pim-images/SDE-RDSSRB009_5.jpg;https://samsgroup.info/pim-images/SDE-RDSSRB009_6.jpg;https://samsgroup.info/pim-images/sde-9-box-card.jpg,active,deny,"Rose Gold","9ct Rose Gold","0.34ct Blue Sapphire, Round",Round,"Misty Blue Round Shape 9ct Rose Gold Earrings",NO,"9ct Rose Gold = 1.46gm<br>3.00mm Blue Sapphire Round Brilliant Cut 2 = 0.34ct avg.<br>",Blue,,shopify,manual
SDE-RDSSRB011,adelia-blue-9ct-rose-gold-earrings-sde-rdssrb011,MERGE,"Classic and timeless, our Adelia Earrings are the perfect accessory to match any outfit. Adelia features two Australian sapphires within a bezel setting. These earrings are made in 18ct Rose, White and Yellow Gold.
",REPLACE,6,REPLACE,"Blue, Round, Earrings, Rose Gold, 9ct Rose Gold, Earrings, studs, matching set, bezel, earrings, Less than 1.00ct","Adelia Round Sapphire Earrings",Earrings,106.04,https://samsgroup.info/pim-images/SDE-RDSSRB011.jpg,750.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDSSRB011.jpg;https://samsgroup.info/pim-images/sde-9-box-card.jpg,active,deny,"Rose Gold","9ct Rose Gold","0.24ct Blue Sapphire, Round",Round,"Adelia Blue Round Shape 9ct Rose Gold Earrings",NO,"9ct Rose Gold = 1.17gm<br>3.00mm Blue Sapphire Round Brilliant Cut 2 = 0.24ct<br>",Blue,,shopify,manual
SDE-RDSSRP001,maira-parti-9ct-rose-gold-earrings-sde-rdssrp001,MERGE,"The Maira earrings are a subtle, understated touch of luxury, the perfect way to accessorise any look! Each stud showcases a stunning Australian sapphire, set in a delicate claw.
",REPLACE,1,REPLACE,"Parti, Round, Earrings, Rose Gold, 9ct Rose Gold, Earrings, studs,  matching set,christmas2023
, Less than 1.00ct","Maira Round Sapphire Earrings",Earrings,130.09,https://samsgroup.info/pim-images/SDE-RDSSRP001.jpg,650.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDSSRP001.jpg;https://samsgroup.info/pim-images/SDE-RDSSRP001_4.jpg;https://samsgroup.info/pim-images/SDE-RDSSRP001_5.jpg;https://samsgroup.info/pim-images/sde-9-box-card.jpg,active,deny,"Rose Gold","9ct Rose Gold","0.26ct Parti Sapphire, Round",Round,"Maira Parti Round Shape 9ct Rose Gold Earrings",NO,"9ct Rose Gold = 0.87gm<br>3.00mm Parti Sapphire Round Brilliant Cut 2 = 0.26ct<br>",Parti,,shopify,manual
SDE-RDSSRP002,maira-parti-9ct-rose-gold-earrings-sde-rdssrp002,MERGE,"The Maira earrings are a subtle, understated touch of luxury, the perfect way to accessorise any look! Each stud showcases a stunning Australian sapphire, set in a delicate claw.
",REPLACE,1,REPLACE,"Parti, Round, Earrings, Rose Gold, 9ct Rose Gold, Earrings, studs, , matching set, 1.00ct - 1.49ct","Maira Round Sapphire Earrings",Earrings,269.21,https://samsgroup.info/pim-images/SDE-RDSSRP002.jpg,1395.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDSSRP002.jpg;https://samsgroup.info/pim-images/SDE-RDSSRP002_4.jpg;https://samsgroup.info/pim-images/SDE-RDSSRP002_5.jpg;https://samsgroup.info/pim-images/sde-9-box-card.jpg,active,deny,"Rose Gold","9ct Rose Gold","1.30ct Parti Sapphire, Round",Round,"Maira Parti Round Shape 9ct Rose Gold Earrings",NO,"9ct Rose Gold = 1.24gm<br>5.00mm Parti Sapphire Round Brilliant Cut 2 = 1.30ct<br>",Parti,,shopify,manual
SDE-RDSSRP003,adelia-parti-9ct-rose-gold-earrings-sde-rdssrp003,MERGE,"Classic and timeless, our Adelia Earrings are the perfect accessory to match any outfit. Adelia features two Australian sapphires within a bezel setting. These earrings are made in 18ct Rose, White and Yellow Gold.
",REPLACE,1,REPLACE,"Parti, Round, Earrings, Rose Gold, 9ct Rose Gold, Earrings, studs, matching set, bezel, earrings, Less than 1.00ct","Adelia Round Sapphire Earrings",Earrings,156.35,https://samsgroup.info/pim-images/SDE-RDSSRP003.jpg,750.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDSSRP003.jpg;https://samsgroup.info/pim-images/SDE-RDSSRP003_4.jpg;https://samsgroup.info/pim-images/SDE-RDSSRP003_5.jpg;https://samsgroup.info/pim-images/sde-9-box-card.jpg,active,deny,"Rose Gold","9ct Rose Gold","0.28ct Parti Sapphire, Round",Round,"Adelia Parti Round Shape 9ct Rose Gold Earrings",NO,"9ct Rose Gold = 1.19gm<br>3.00mm Parti Sapphire Round Brilliant Cut 2 = 0.28ct<br>",Parti,,shopify,manual
SDE-RDSSRP004,adelia-parti-9ct-rose-gold-earrings-sde-rdssrp004,MERGE,"Classic and timeless, our Adelia Earrings are the perfect accessory to match any outfit. Adelia features two Australian sapphires within a bezel setting. These earrings are made in 18ct Rose, White and Yellow Gold.
",REPLACE,1,REPLACE,"Parti, Round, Earrings, Rose Gold, 9ct Rose Gold, Earrings, studs, matching set, bezel, earrings, 1.00ct - 1.49ct","Adelia Round Sapphire Earrings",Earrings,391.54,https://samsgroup.info/pim-images/SDE-RDSSRP004.jpg,1950.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDSSRP004.jpg;https://samsgroup.info/pim-images/SDE-RDSSRP004_4.jpg;https://samsgroup.info/pim-images/SDE-RDSSRP004_5.jpg;https://samsgroup.info/pim-images/sde-9-box-card.jpg,active,deny,"Rose Gold","9ct Rose Gold","1.25ct Parti Sapphire, Round",Round,"Adelia Parti Round Shape 9ct Rose Gold Earrings",NO,"9ct Rose Gold = 2.69gm<br>5.00mm Parti Sapphire Round Brilliant Cut 2 = 1.25ct<br>",Parti,,shopify,manual
SDE-RDSSRT002,gwen-teal-9ct-rose-gold-earrings-sde-rdssrt002,MERGE,"Our Gwen Earrings portray a nice contrast between the smaller and larger Australian Sapphires and bezel setting designs. These earrings were designed to be worn up along the earlobe. Our Gwen Earrings come in 9ct Rose, White or Yellow Gold.",REPLACE,8,REPLACE,"Teal, Round, Earrings, Rose Gold, 9ct Rose Gold, Autumn 22, cluster, 9ct , SUMMERCLEARANCE22, set, Less than 1.00ct","Gwen Earrings",Earrings,178.19,https://samsgroup.info/pim-images/SDE-RDSSRT002.jpg,795.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDSSRT002.jpg;https://samsgroup.info/pim-images/SDE-RDSSRT002_4.jpg;https://samsgroup.info/pim-images/SDE-RDSSRT002_5.jpg;https://samsgroup.info/pim-images/SDE-RDSSRT002_6.jpg;https://samsgroup.info/pim-images/sde-9-box-card.jpg,active,deny,"Rose Gold","9ct Rose Gold","0.57ct Teal Sapphire, Round",Round,"Gwen Teal Round Shape 9ct Rose Gold Earrings",NO,"9ct Rose Gold = 1.71gm<br>3.00mm Teal Sapphire Round Brilliant Cut 4 = 0.57ct avg.<br>2.00mm Blue Sapphire Round Brilliant Cut 4 = 0.15ct avg.<br>",Teal,,shopify,manual
SDE-RDSSRT003,posie-teal-9ct-rose-gold-earrings-sde-rdssrt003,MERGE,"If you love Australian Sapphires, our Posie Earrings are a real treat. A single halo envelops a larger Australian Sapphire in the middle. Posie comes in 9ct Rose, White and Yellow Gold.",REPLACE,12,REPLACE,"Teal, Round, Earrings, Rose Gold, 9ct Rose Gold, Autumn 22, stud, 9ct, SUMMERCLEARANCE22, Less than 1.00ct","Posie Earrings",Earrings,288.99,https://samsgroup.info/pim-images/SDE-RDSSRT003.jpg,1295.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDSSRT003.jpg;https://samsgroup.info/pim-images/SDE-RDSSRT003_4.jpg;https://samsgroup.info/pim-images/SDE-RDSSRT003_5.jpg;https://samsgroup.info/pim-images/SDE-RDSSRT003_6.jpg;https://samsgroup.info/pim-images/sde-9-box-card.jpg,active,deny,"Rose Gold","9ct Rose Gold","0.38ct Teal Sapphire, Round",Round,"Posie Teal Round Shape 9ct Rose Gold Earrings",NO,"9ct Rose Gold = 3.46gm<br>3.00mm Teal Sapphire Round Brilliant Cut 2 = 0.38ct avg.<br>2.00mm Blue Sapphire Round Brilliant Cut 20 = 0.91ct avg.<br>",Teal,,shopify,manual
SDE-RDSSRT004,peigi-teal-9ct-rose-gold-earrings-sde-rdssrt004,MERGE,"Featuring a pair of Australian Sapphires set within a heart setting, show them how much you love them with our Peigi Earrings. Peigi is crafted in 9ct Rose, White and Yellow Gold.",REPLACE,11,REPLACE,"Teal, Round, Earrings, Rose Gold, 9ct Rose Gold, Autumn 22, stud, 9ct, SUMMERCLEARANCE22, Less than 1.00ct","Peigi Earrings",Earrings,123.13,https://samsgroup.info/pim-images/SDE-RDSSRT004.jpg,495.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDSSRT004.jpg;https://samsgroup.info/pim-images/SDE-RDSSRT004_4.jpg;https://samsgroup.info/pim-images/SDE-RDSSRT004_5.jpg;https://samsgroup.info/pim-images/SDE-RDSSRT004_6.jpg;https://samsgroup.info/pim-images/sde-9-box-card.jpg,active,deny,"Rose Gold","9ct Rose Gold","0.22ct Teal Sapphire, Round",Round,"Peigi Teal Round Shape 9ct Rose Gold Earrings",NO,"9ct Rose Gold = 1.49gm<br>3.00mm Teal Sapphire Round Brilliant Cut 2 = 0.22ct avg.<br>",Teal,,shopify,manual
SDE-RDSSRT005,cleo-teal-9ct-rose-gold-earrings-sde-rdssrt005,MERGE,"A design for royalty, our Cleo earrings feature Australian Sapphires secured within a regal, crown-style earring. The earrings are made in 9ct Rose, White and Yellow gold.
",REPLACE,5,REPLACE,"Teal, Round, Earrings, Rose Gold, 9ct Rose Gold, Autumn 22, stud, 9ct, SUMMERCLEARANCE22, set, Less than 1.00ct","Cleo Earrings",Earrings,102.84,https://samsgroup.info/pim-images/SDE-RDSSRT005.jpg,450.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDSSRT005.jpg;https://samsgroup.info/pim-images/SDE-RDSSRT005_4.jpg;https://samsgroup.info/pim-images/SDE-RDSSRT005_5.jpg;https://samsgroup.info/pim-images/SDE-RDSSRT005_6.jpg;https://samsgroup.info/pim-images/sde-9-box-card.jpg,active,deny,"Rose Gold","9ct Rose Gold","0.42ct Teal Sapphire, Round",Round,"Cleo Teal Round Shape 9ct Rose Gold Earrings",NO,"9ct Rose Gold = 0.92gm<br>3.00mm Teal Sapphire Round Brilliant Cut 2 = 0.42ct avg.<br>",Teal,,shopify,manual
SDE-RDSSRT006,daphne-teal-9ct-rose-gold-earrings-sde-rdssrt006,MERGE,"Our Daphne earrings feature Australian Sapphires floating between a rope twist halo, really showcasing a true designer twist. Daphne comes in 9ct Rose, White and Yellow Gold.",REPLACE,7,REPLACE,"Teal, Round, Earrings, Rose Gold, 9ct Rose Gold, Autumn 22, stud, 9ct, SUMMERCLEARANCE22, set,christmas2023
, Less than 1.00ct","Daphne Earrings",Earrings,141.74,https://samsgroup.info/pim-images/SDE-RDSSRT006.jpg,650.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDE-RDSSRT006.jpg;https://samsgroup.info/pim-images/SDE-RDSSRT006_4.jpg;https://samsgroup.info/pim-images/SDE-RDSSRT006_5.jpg;https://samsgroup.info/pim-images/SDE-RDSSRT006_6.jpg;https://samsgroup.info/pim-images/sde-9-box-card.jpg,active,deny,"Rose Gold","9ct Rose Gold","0.43ct Teal Sapphire, Round",Round,"Daphne Teal Round Shape 9ct Rose Gold Earrings",NO,"9ct Rose Gold = 1.62gm<br>3.00mm Teal Sapphire Round Brilliant Cut 2 = 0.43ct avg.<br>",Teal,,shopify,manual
