"Variant SKU",handle,Command,"Body HTML","Image Command","Inventory Available:Pink Kimberley Head Office","Tags Command",Tags,Title,Type,"Variant Cost","Variant Image",Metafield:custom.specifications,"Variant Price","Variant Command",Vendor,"Image Src",Status,Metafield:custom.centrecolour,"Variant Inventory Policy","Variant Inventory Tracker","Variant Fulfillment Service"
BPP-RDSSB0302,blush-sunshine-necklace-bpp-rdssb0302,MERGE,"The Blush Sunshine Necklace features stunning Argyle pink diamonds in the centre and surrounded by fine natural white diamonds for an extra touch of sparkle. Crafted in 18ct Rose and White Gold, this necklace adds a subtle pop of colour to any outfit.",REPLACE,4,REPLACE,"BP-set,floral,, Blush Pink Diamonds, FLP, P - Pink, SIAV, Necklaces, Necklaces, Rose Gold Metal, ","Blush Sunshine Necklace",Necklaces,695.69,https://samsgroup.info/pim-images/BPP-RDSSB0302.jpg,"18ct Rose & White Gold = 3.66gm<br>Pink Round Brilliant Cut 7 = 0.07ct FLP/SIAV<br>Round Brilliant Cut 16 = 0.07ct G/SI<br>incl. 18ct WG Chain = 2.00gm 45cm<br>",3495.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPP-RDSSB0302.jpg;https://samsgroup.info/pim-images/BPP-RDSSB0302_4.jpg;https://samsgroup.info/pim-images/BPP-RDSSB0302_5.jpg;https://samsgroup.info/pim-images/BPP-RDSSB0302_6.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPP-RDSYB0101,blush-hayley-necklace-bpp-rdsyb0101,MERGE,"A one-of-a-kind statement piece, the Blush Hayley Necklace features Argyle pink diamonds and natural white diamonds in a unique and intricate design. Crafted in 18ct Rose and White Gold, a durable and long lasting metal, Hayley makes for an eye catching piece for those special occasions.",REPLACE,1,REPLACE,"BP-set,dress,, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, Preorder, ","Blush Hayley Necklace",Necklaces,1000.38,https://samsgroup.info/pim-images/BPP-RDSYB0101.jpg,"18ct Rose & White Gold = 4.67gm<br>Pink Round Brilliant Cut 13 = 0.14ct FLP/SIAV<br>Round Brilliant Cut 27 = 0.11ct G/SI<br>incl. 18ct WG Chain = 1.67gm 47cm<br>",5050.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPP-RDSYB0101.jpg;https://samsgroup.info/pim-images/BPP-RDSYB0101_4.jpg;https://samsgroup.info/pim-images/BPP-RDSYB0101_5.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPP-SQNSB0101,blush-alba-necklace-bpp-sqnsb0101,MERGE,"A lovely diamond shaped necklace with an Argyle pink diamond within! Crafted in 18ct rose and white gold.",REPLACE,8,REPLACE,"BP-set,Petite Collection,, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Necklaces, Necklaces, Rose Gold Metal, Preorder, ","Blush Alba Necklace",Necklaces,205.09,https://samsgroup.info/pim-images/BPP-SQNSB0101.jpg,"18ct Rose & White Gold = 0.98gm<br>Pink Round Brilliant Cut 1 = 0.04ct FLP/SI<br>",1250.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPP-SQNSB0101.jpg;https://samsgroup.info/pim-images/BPP-SQNSB0101_4.jpg;https://samsgroup.info/pim-images/BPP-SQNSB0101_5.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPR-ASSSB0101,blush-addison-ring-bpr-asssb0101,MERGE,"Addison is a unique and trendy piece, featuring an exquisite Argyle pink diamond as the feature stone, haloed by smaller pink diamonds and fine white diamonds in a unique octagonal setting. Crafted in 18ct Rose and White Gold, this ring is stylish and adds an elegant touch to your everyday look.",REPLACE,5,REPLACE,"BP-engagement,BP-set,halo,, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Rings, Rings, Rose Gold Metal, Preorder, ","Blush Addison Ring",Rings,949.23,https://samsgroup.info/pim-images/BPR-ASSSB0101.jpg,"18ct Rose & White Gold = 4.79gm<br>Pink Round Brilliant Cut 1 = 0.07ct FLP/SIAV<br>Pink Round Brilliant Cut 16 = 0.06ct FLP/SIAV<br>Round Brilliant Cut 16 = 0.10ct G/SI<br>",4750.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPR-ASSSB0101.jpg;https://samsgroup.info/pim-images/BPR-ASSSB0101_4.jpg;https://samsgroup.info/pim-images/BPR-ASSSB0101_5.jpg;https://samsgroup.info/pim-images/BPR-ASSSB0101_6.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPR-CSCFB0101,blush-eureka-ring-bpr-cscfb0101,MERGE,"A captivating blend of natural Australian Argyle pink diamonds with fine white diamonds. Crafted in 18ct rose and white gold.",REPLACE,2,REPLACE,"halo,dress,, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Rings, Rings, Rose Gold Metal, Preorder, ","Blush Eureka Ring",Rings,773.69,https://samsgroup.info/pim-images/BPR-CSCFB0101.jpg,"18ct Rose & White Gold = 4.18gm<br>Pink Round Brilliant Cut 11 = 0.14ct FLP/SI<br>Round Brilliant Cut 44 = 0.22ct G/SI<br>",4895.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPR-CSCFB0101.jpg;https://samsgroup.info/pim-images/BPR-CSCFB0101_4.jpg;https://samsgroup.info/pim-images/BPR-CSCFB0101_5.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPR-CSCPB0101,blush-adelaide-ring-bpr-cscpb0101,MERGE,"A stunning blend of natural Australian Argyle pink diamonds with fine white diamonds. Crafted in 18ct rose and white gold.",REPLACE,4,REPLACE,"BP-engagement,BP-set,halo,christmas 2023
, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Rings, Rings, Rose Gold Metal, Preorder, ","Blush Adelaide Ring",Rings,964.62,https://samsgroup.info/pim-images/BPR-CSCPB0101.jpg,"18ct Rose & White Gold = 5.50gm<br>Pink Round Brilliant Cut 29 = 0.31ct FLP/SI<br>Round Brilliant Cut 16 = 0.13ct G/SI<br>",6095.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPR-CSCPB0101.jpg;https://samsgroup.info/pim-images/BPR-CSCPB0101_4.jpg;https://samsgroup.info/pim-images/BPR-CSCPB0101_5.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPR-CSCPB0201,blush-hope-ring-bpr-cscpb0201,MERGE,"A beautiful blend of natural Australian Argyle pink diamonds with fine white diamonds. Crafted in 18ct rose and white gold.",REPLACE,7,REPLACE,"BP-engagement,BP-set,halo,, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Rings, Rings, Rose Gold Metal, Preorder, ","Blush Hope Ring",Rings,539.85,https://samsgroup.info/pim-images/BPR-CSCPB0201.jpg,"18ct Rose & White Gold = 3.55gm<br>Pink Round Brilliant Cut 9 = 0.10ct FLP/SI<br>Round Brilliant Cut 20 = 0.10ct G/SI<br>",3550.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPR-CSCPB0201.jpg;https://samsgroup.info/pim-images/BPR-CSCPB0201_4.jpg;https://samsgroup.info/pim-images/BPR-CSCPB0201_5.jpg;https://samsgroup.info/pim-images/BPR-CSCPB0201_6.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPR-CSCPB0301,blush-jordyn-dress-ring-bpr-cscpb0301,MERGE,"A classic ring in a cushion shape double halo with Argyle pink diamonds surrounded by a halo of brilliant white diamonds. Crafted in 18ct rose and white gold.",REPLACE,3,REPLACE,"BP-set,halo,, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Rings, Rings, Rose Gold Metal, Preorder, ","Blush Jordyn Dress Ring",Rings,901.15,https://samsgroup.info/pim-images/BPR-CSCPB0301.jpg,"18ct Rose & White Gold = 5.77gm<br>Pink Round Brilliant Cut  25 = 0.24ct FLP/SI<br>Round Brilliant Cut  20 = 0.20ct G/SI<br>",5695.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPR-CSCPB0301.jpg;https://samsgroup.info/pim-images/BPR-CSCPB0301_4.jpg;https://samsgroup.info/pim-images/BPR-CSCPB0301_5.jpg;https://samsgroup.info/pim-images/BPR-CSCPB0301_6.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPR-CSCSB0101,blush-hope-ring-bpr-cscsb0101,MERGE,"A beautiful blend of natural Australian Argyle pink diamonds with fine white diamonds. Crafted in 18ct rose and white gold.",REPLACE,4,REPLACE,"BP-engagement,BP-set,halo,, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Rings, Rings, Rose Gold Metal, Preorder, ","Blush Hope Ring",Rings,781.92,https://samsgroup.info/pim-images/BPR-CSCSB0101.jpg,"18ct Rose & White Gold = 3.23gm<br>Pink Round Brilliant Cut 9 = 0.11ct FLP/SI<br>Round Brilliant Cut 34 = 0.23ct G/SI<br>",4495.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPR-CSCSB0101.jpg;https://samsgroup.info/pim-images/BPR-CSCSB0101_4.jpg;https://samsgroup.info/pim-images/BPR-CSCSB0101_5.jpg;https://samsgroup.info/pim-images/BPR-CSCSB0101_6.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPR-CSDPB0402,blush-lilibeth-ring-bpr-csdpb0402,MERGE,"A beautiful, classic piece, Lilibeth is regal and luxurious. Featuring exquisite Argyle pink diamonds, surrounded by a floral halo, crafted in 18 carat gold, this piece is unparalleled.",REPLACE,6,REPLACE,"BP-engagement,halo,floral,, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Rings, Rings, Rose Gold Metal, ","Blush Lilibeth Ring",Rings,1316.54,https://samsgroup.info/pim-images/BPR-CSDPB0402.jpg,"18ct Rose & White Gold = 5.32gm<br>Pink Round Brilliant Cut 1 = 0.06ct FLP/SIAV<br>Pink Round Brilliant Cut 10 = 0.14ct FLP/SIAV<br>Round Brilliant Cut 16 = 0.10ct G/SI<br>",6595.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPR-CSDPB0402.jpg;https://samsgroup.info/pim-images/BPR-CSDPB0402_4.jpg;https://samsgroup.info/pim-images/BPR-CSDPB0402_5.jpg;https://samsgroup.info/pim-images/BPR-CSDPB0402_6.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPR-CSDSB0103,blush-mia-ring-bpr-csdsb0103,MERGE,"A divine blend of natural Australian Argyle pink diamonds with fine white diamonds. Crafted in 18ct rose and white gold.",REPLACE,3,REPLACE,"BP-engagement,BP-set,halo,, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Rings, Rings, Rose Gold Metal, Preorder, ","Blush Mia Ring",Rings,746.00,https://samsgroup.info/pim-images/BPR-CSDSB0103.jpg,"18ct Rose & White Gold = 4.57gm<br>Pink Round Brilliant Cut 11 = 0.22ct FLP/SI<br>Round Brilliant Cut 30 = 0.21ct G/SI<br>",5495.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPR-CSDSB0103.jpg;https://samsgroup.info/pim-images/BPR-CSDSB0103_4.jpg;https://samsgroup.info/pim-images/BPR-CSDSB0103_5.jpg;https://samsgroup.info/pim-images/BPR-CSDSB0103_6.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
BPR-CSDSB0301,blush-elizabeth-ring-bpr-csdsb0301,MERGE,"This classic ring features a round cut Argyle pink diamonds surrounded by a double halo of  fine white & pink diamonds. Crafted in 18ct rose and white gold.",REPLACE,5,REPLACE,"halo,floral,matching-set, Blush Pink Diamonds, FLP, P - Pink, Round, SIAV, Rings, Rings, Rose Gold Metal, Preorder, ","Blush Elizabeth Ring",Rings,1772.46,https://samsgroup.info/pim-images/BPR-CSDSB0301.jpg,"18ct Rose & White Gold = 4.90gm<br>Pink Round Brilliant Cut 1 = 0.06ct FLP/SIAV<br>Pink Round Brilliant Cut 12 = 0.18ct FLP/SIAV<br>Round Brilliant Cut 32 = 0.46ct G/SI<br>",8895.00,MERGE,"Blush Pink Diamonds",https://samsgroup.info/pim-images/BPR-CSDSB0301.jpg;https://samsgroup.info/pim-images/BPR-CSDSB0301_4.jpg;https://samsgroup.info/pim-images/BPR-CSDSB0301_5.jpg;https://samsgroup.info/pim-images/bp-box.jpg,active,FLP,deny,shopify,manual
